boxes,frame_index,class_label,bounding_box,confidence_score
522,0311,person,"[1101.853515625, 482.77496337890625, 1724.8040771484375, 2145.300048828125]",0.9187787771224976
523,0311,truck,"[1564.0615234375, 690.9410400390625, 3388.88232421875, 2100.562744140625]",0.5028044581413269
524,0311,car,"[1564.0615234375, 690.9410400390625, 3388.88232421875, 2100.562744140625]",0.5016913414001465
525,0312,person,"[710.3123779296875, 444.9493103027344, 1395.21142578125, 2146.84228515625]",0.9417352080345154
526,0312,truck,"[1550.439697265625, 690.3455810546875, 3494.91455078125, 2106.79638671875]",0.5225909948348999
527,0312,car,"[1550.439697265625, 690.3455810546875, 3494.91455078125, 2106.79638671875]",0.5216922760009766
528,0313,person,"[1026.05224609375, 529.6348876953125, 1892.1591796875, 2147.959716796875]",0.9443357586860657
529,0313,truck,"[1631.478515625, 688.3232421875, 3544.948974609375, 2101.1552734375]",0.6427193880081177
530,0313,car,"[1631.478515625, 688.3232421875, 3544.948974609375, 2101.1552734375]",0.3697623610496521
531,0314,person,"[1022.613037109375, 517.25439453125, 1783.6201171875, 2136.150390625]",0.9332217574119568
532,0314,truck,"[1608.93017578125, 692.3631591796875, 3541.62158203125, 2099.993408203125]",0.7323668003082275
533,0314,car,"[1608.93017578125, 692.3631591796875, 3541.62158203125, 2099.993408203125]",0.2650889754295349
534,0315,person,"[582.276611328125, 483.8800964355469, 1353.7379150390625, 2153.66845703125]",0.9410340189933777
535,0315,car,"[1597.72705078125, 694.8529663085938, 3535.30712890625, 2102.079345703125]",0.557879626750946
536,0315,truck,"[1597.72705078125, 694.8529663085938, 3535.30712890625, 2102.079345703125]",0.4954332113265991
537,0316,person,"[845.985595703125, 487.67413330078125, 1474.121826171875, 2145.006591796875]",0.9315140247344971
538,0316,car,"[1562.4437255859375, 698.4109497070312, 3500.635986328125, 2105.93603515625]",0.5398013591766357
539,0316,truck,"[1562.4437255859375, 698.4109497070312, 3500.635986328125, 2105.93603515625]",0.5106208920478821
540,0317,person,"[1215.515380859375, 508.1624450683594, 1869.7965087890625, 2142.139404296875]",0.9333467483520508
541,0317,car,"[1615.16064453125, 694.1760864257812, 3269.340087890625, 2063.300537109375]",0.5009353160858154
542,0317,truck,"[1615.16064453125, 694.1760864257812, 3269.340087890625, 2063.300537109375]",0.4615635275840759
543,0318,person,"[713.9719848632812, 476.310791015625, 1509.0692138671875, 2153.6552734375]",0.9320980310440063
544,0318,truck,"[1319.03466796875, 688.7472534179688, 3228.576416015625, 2067.9716796875]",0.5634166598320007
545,0318,car,"[1319.03466796875, 688.7472534179688, 3228.576416015625, 2067.9716796875]",0.4457095265388489
546,0319,person,"[680.6919555664062, 499.763671875, 1247.3935546875, 2145.02685546875]",0.9362464547157288
547,0319,truck,"[1264.1517333984375, 686.56689453125, 3177.983642578125, 2057.216796875]",0.6353973746299744
548,0319,car,"[1264.1517333984375, 686.56689453125, 3177.983642578125, 2057.216796875]",0.3545914888381958
549,0320,person,"[697.0911865234375, 432.2666931152344, 1441.063720703125, 2143.04443359375]",0.9217550754547119
550,0320,car,"[1284.5489501953125, 653.7302856445312, 3213.75927734375, 2041.207763671875]",0.5338201522827148
551,0320,truck,"[1284.5489501953125, 653.7302856445312, 3213.75927734375, 2041.207763671875]",0.42893174290657043
552,0321,person,"[969.5460205078125, 501.59527587890625, 1769.065185546875, 2149.831787109375]",0.9421747922897339
553,0321,truck,"[1523.925048828125, 626.8128662109375, 3192.273193359375, 1985.9013671875]",0.5680758357048035
554,0321,car,"[1523.925048828125, 626.8128662109375, 3192.273193359375, 1985.9013671875]",0.3745652735233307
555,0322,person,"[789.1614990234375, 386.70281982421875, 1493.611572265625, 2149.0791015625]",0.9291338920593262
556,0322,truck,"[1335.0933837890625, 626.469970703125, 3192.1748046875, 2000.45751953125]",0.6889632344245911
557,0322,car,"[1335.0933837890625, 626.469970703125, 3192.1748046875, 2000.45751953125]",0.2551157772541046
558,0323,person,"[769.86181640625, 405.3243713378906, 1447.595703125, 2138.5263671875]",0.9290148019790649
559,0323,truck,"[1347.4404296875, 630.0927124023438, 3199.4365234375, 2001.8154296875]",0.622894287109375
560,0323,car,"[1347.4404296875, 630.0927124023438, 3199.4365234375, 2001.8154296875]",0.35422730445861816
561,0324,person,"[571.479736328125, 391.47125244140625, 1450.4727783203125, 2150.036865234375]",0.9361386299133301
562,0324,car,"[1277.845947265625, 634.5325927734375, 3204.415283203125, 2004.94873046875]",0.5255188941955566
563,0324,truck,"[1277.845947265625, 634.5325927734375, 3204.415283203125, 2004.94873046875]",0.42645177245140076
564,0325,person,"[807.5033569335938, 394.7196350097656, 1472.938720703125, 2141.4140625]",0.9053077697753906
565,0325,car,"[1339.7593994140625, 632.8114013671875, 3221.22265625, 2003.514404296875]",0.5473088622093201
566,0325,truck,"[1339.7593994140625, 632.8114013671875, 3221.22265625, 2003.514404296875]",0.45076873898506165
567,0326,person,"[906.0987548828125, 393.66375732421875, 1970.957763671875, 2141.258056640625]",0.9187000393867493
568,0326,car,"[1457.58740234375, 639.5633544921875, 3196.095703125, 1999.3818359375]",0.7155366539955139
569,0327,person,"[1255.0960693359375, 476.5280456542969, 1862.0841064453125, 2142.399658203125]",0.9012798070907593
570,0327,car,"[1546.8193359375, 634.8707275390625, 3193.08935546875, 1996.19580078125]",0.5365993976593018
571,0327,truck,"[1546.8193359375, 634.8707275390625, 3193.08935546875, 1996.19580078125]",0.38755765557289124
572,0328,person,"[1457.626953125, 505.39251708984375, 2662.38037109375, 2151.00537109375]",0.9232817888259888
573,0328,car,"[1233.016357421875, 898.7023315429688, 3061.14697265625, 1986.04150390625]",0.4329662322998047
574,0328,car,"[1156.1197509765625, 620.94091796875, 3160.74072265625, 1950.6683349609375]",0.3195618689060211
575,0329,person,"[1065.64501953125, 408.59661865234375, 1824.0032958984375, 2144.86962890625]",0.9226799011230469
576,0329,car,"[1608.7188720703125, 639.6945190429688, 3062.42919921875, 1978.4893798828125]",0.5900862216949463
577,0330,person,"[835.749755859375, 374.35107421875, 1601.044189453125, 2143.51904296875]",0.9298624396324158
578,0330,car,"[1362.422119140625, 637.59912109375, 3036.09619140625, 1998.26318359375]",0.4111023247241974
579,0331,cell phone,"[399.0684814453125, 22.49615478515625, 3605.281494140625, 2098.338623046875]",0.5781849026679993
580,0331,tv,"[399.0684814453125, 22.49615478515625, 3605.281494140625, 2098.338623046875]",0.26429882645606995
581,0332,cell phone,"[380.3616943359375, 35.78466796875, 3591.7958984375, 2112.734130859375]",0.5098613500595093
582,0332,tv,"[380.3616943359375, 35.78466796875, 3591.7958984375, 2112.734130859375]",0.3256564438343048
583,0333,person,"[912.2459716796875, 433.84039306640625, 1555.771240234375, 2138.763916015625]",0.9297637939453125
584,0333,car,"[1336.1005859375, 654.5172119140625, 3066.69091796875, 2026.90087890625]",0.5513913631439209
585,0333,truck,"[1336.1005859375, 654.5172119140625, 3066.69091796875, 2026.90087890625]",0.32320985198020935
586,0334,person,"[908.315185546875, 442.2744140625, 1595.1866455078125, 2140.03955078125]",0.9282084703445435
587,0334,car,"[1350.7705078125, 656.3054809570312, 3066.608642578125, 2032.1883544921875]",0.5330202579498291
588,0334,truck,"[1350.7705078125, 656.3054809570312, 3066.608642578125, 2032.1883544921875]",0.3297079801559448
589,0335,person,"[965.566162109375, 457.1921081542969, 1581.798828125, 2141.6494140625]",0.9258811473846436
590,0335,car,"[1443.0699462890625, 667.0401611328125, 3079.790771484375, 2034.042236328125]",0.45312783122062683
591,0335,truck,"[1443.0699462890625, 667.0401611328125, 3079.790771484375, 2034.042236328125]",0.4461440443992615
592,0336,person,"[917.575927734375, 436.0789489746094, 1916.6011962890625, 2141.239501953125]",0.9174702763557434
593,0336,car,"[1406.9197998046875, 659.2410888671875, 3084.09521484375, 2033.8406982421875]",0.6641924381256104
594,0337,chair,"[28.59283447265625, 138.1160888671875, 2071.984375, 1790.561279296875]",0.8037775158882141
595,0337,cell phone,"[2276.302001953125, 1112.2490234375, 3258.993896484375, 1741.187255859375]",0.7724387645721436
596,0337,chair,"[3512.079345703125, 289.7728271484375, 3838.365234375, 1770.583251953125]",0.5604499578475952
597,0338,cell phone,"[1275.2755126953125, 6.521919250488281, 2359.628662109375, 545.2860107421875]",0.5077260136604309
598,0338,cell phone,"[1306.5361328125, 987.5282592773438, 2425.7451171875, 2149.234375]",0.29350966215133667
599,0338,chair,"[2401.861328125, 1654.503662109375, 3840.0, 2131.9345703125]",0.2674206793308258
600,0339,cell phone,"[1356.7340087890625, 14.597579956054688, 2275.8828125, 563.9036254882812]",0.34154000878334045
601,0339,chair,"[2290.75927734375, 1506.1929931640625, 3838.53515625, 2133.246826171875]",0.2626829743385315
602,0339,chair,"[2.174285888671875, 1589.34228515625, 1439.511962890625, 2137.47607421875]",0.25657278299331665
603,0340,person,"[1070.5302734375, 277.56829833984375, 2471.296875, 1699.033447265625]",0.9134790897369385
604,0340,airplane,"[0.0, 0.0, 3830.390625, 2056.6328125]",0.6894989609718323
605,0340,chair,"[2.267486572265625, 910.97314453125, 1476.690673828125, 2137.862548828125]",0.38268405199050903
606,0341,person,"[1074.7706298828125, 278.5333557128906, 2389.28125, 1685.20751953125]",0.6387731432914734
607,0341,airplane,"[27.50042724609375, 0.0, 3831.849609375, 2109.94775390625]",0.6046148538589478
608,0341,person,"[1077.771484375, 290.51934814453125, 2787.213623046875, 1759.121826171875]",0.5616344213485718
609,0341,chair,"[2.59918212890625, 909.5709228515625, 1475.524169921875, 2138.666748046875]",0.33770161867141724
610,0342,cell phone,"[3385.4423828125, 6.904266357421875, 3839.0986328125, 1216.6082763671875]",0.4373510479927063
611,0342,cell phone,"[188.89407348632812, 676.0093994140625, 2595.013916015625, 1894.397705078125]",0.27299273014068604
612,0344,cell phone,"[997.2445678710938, 689.0252685546875, 3551.03759765625, 1932.026611328125]",0.3741145133972168
613,0344,cell phone,"[732.7797241210938, 15.2384033203125, 3675.2353515625, 2090.234375]",0.25123289227485657
614,0345,laptop,"[7.81402587890625, 110.57830810546875, 3155.7861328125, 2146.79296875]",0.5242702960968018
615,0345,tv,"[7.81402587890625, 110.57830810546875, 3155.7861328125, 2146.79296875]",0.2644609212875366
616,0346,person,"[1074.430419921875, 289.69061279296875, 2544.5341796875, 1795.2139892578125]",0.9068225026130676
617,0346,airplane,"[0.0, 0.0, 3833.83544921875, 2100.03125]",0.6668952107429504
618,0347,person,"[1069.3260498046875, 289.31854248046875, 2562.015380859375, 1794.737548828125]",0.9129641056060791
619,0347,airplane,"[0.0, 0.0, 3831.6494140625, 2107.59326171875]",0.6793240904808044
620,0348,person,"[1064.012939453125, 298.7601013183594, 2769.1982421875, 1768.0675048828125]",0.9205366969108582
621,0348,airplane,"[25.50457763671875, 0.0, 3833.7109375, 2114.0]",0.6641088128089905
622,0349,person,"[1066.23291015625, 284.89251708984375, 2532.08447265625, 1790.447021484375]",0.9189767241477966
623,0349,airplane,"[7.50933837890625, 0.0, 3834.287841796875, 2082.955078125]",0.6115591526031494
624,0349,chair,"[3.18585205078125, 908.7020874023438, 1474.5560302734375, 2138.5810546875]",0.30187833309173584
625,0350,car,"[791.665771484375, 1692.1417236328125, 3073.692626953125, 2142.39453125]",0.4035404324531555
626,0351,car,"[809.5801391601562, 1680.110595703125, 3100.50537109375, 2143.783447265625]",0.5038295984268188
627,0352,clock,"[165.79522705078125, 242.84170532226562, 3712.767578125, 1865.055419921875]",0.3393014967441559
628,0352,car,"[808.7807006835938, 1679.447021484375, 3082.929931640625, 2142.1640625]",0.27883461117744446
629,0353,microwave,"[125.6619873046875, 256.3387756347656, 3695.401611328125, 1768.663330078125]",0.3119408190250397
630,0354,person,"[1067.377685546875, 289.6343994140625, 2543.076171875, 1738.06640625]",0.8603689074516296
631,0354,airplane,"[90.62384033203125, 0.0, 3818.297607421875, 2144.937744140625]",0.5682007670402527
632,0354,chair,"[2.792449951171875, 907.0496826171875, 1477.189453125, 2138.37548828125]",0.37013670802116394
633,0355,person,"[1059.2255859375, 284.18316650390625, 2541.51806640625, 1787.644775390625]",0.9219123721122742
634,0355,airplane,"[0.0, 0.0, 3832.76611328125, 2073.25732421875]",0.6939147114753723
635,0356,car,"[791.5025024414062, 1685.6025390625, 3139.42578125, 2140.58154296875]",0.2882629930973053
636,0357,person,"[1074.524169921875, 298.828857421875, 2564.364990234375, 1775.63525390625]",0.9099218845367432
637,0357,airplane,"[30.6287841796875, 0.0, 3834.523681640625, 2094.77099609375]",0.6486029028892517
638,0358,person,"[1076.8804931640625, 294.19775390625, 2562.608154296875, 1787.370849609375]",0.9152681231498718
639,0358,airplane,"[0.0, 0.0, 3832.14208984375, 2081.11181640625]",0.66819828748703
640,0359,person,"[1073.29052734375, 299.599365234375, 2781.8701171875, 1793.8216552734375]",0.9333011507987976
641,0359,airplane,"[66.95709228515625, 0.0, 3834.793212890625, 2089.9853515625]",0.6630977988243103
642,0360,cell phone,"[2265.080322265625, 4.543121337890625, 3554.3544921875, 725.0055541992188]",0.2924816310405731
643,0362,person,"[999.4898071289062, 268.0696105957031, 2765.73291015625, 1795.59375]",0.9106761813163757
644,0362,airplane,"[1.2696533203125, 0.0, 3834.6181640625, 2097.794921875]",0.4955548048019409
645,0363,person,"[1057.467529296875, 273.2507629394531, 2493.607421875, 1794.641357421875]",0.9245068430900574
646,0363,airplane,"[0.0, 0.0, 3834.37353515625, 2087.95751953125]",0.6384162306785583
647,0364,cell phone,"[1369.133056640625, 26.82037353515625, 2413.409912109375, 2144.628173828125]",0.4823024272918701
648,0365,person,"[1073.0440673828125, 286.493408203125, 2321.2236328125, 1708.713134765625]",0.8142300248146057
649,0365,airplane,"[21.64215087890625, 0.0, 3836.240478515625, 2085.646728515625]",0.6960267424583435
650,0366,person,"[1070.083251953125, 286.37420654296875, 2572.757568359375, 1782.1856689453125]",0.9283565282821655
651,0366,airplane,"[41.9344482421875, 0.0, 3832.046875, 2086.63818359375]",0.6411786079406738
652,0367,person,"[1084.8292236328125, 283.5555725097656, 2762.514892578125, 1759.2484130859375]",0.9327816367149353
653,0367,airplane,"[23.40838623046875, 0.0, 3832.95703125, 2101.33056640625]",0.6127856373786926
654,0367,airplane,"[60.638671875, 0.0, 3823.193359375, 2160.0]",0.4094887375831604
655,0368,person,"[1063.72607421875, 271.43939208984375, 2469.99267578125, 1771.70654296875]",0.9293302893638611
656,0368,airplane,"[0.0, 0.0, 3832.251708984375, 2087.99072265625]",0.6151404976844788
657,0368,chair,"[2.62042236328125, 908.3775634765625, 1489.7005615234375, 2139.651123046875]",0.2571856379508972
658,0369,person,"[1067.7808837890625, 278.03851318359375, 2628.542724609375, 1711.194580078125]",0.929306149482727
659,0369,airplane,"[40.8365478515625, 0.0, 3819.142578125, 2154.25390625]",0.5245635509490967
660,0369,chair,"[2.8567657470703125, 908.6325073242188, 1486.838623046875, 2137.566162109375]",0.2756630778312683
661,0370,car,"[154.8922119140625, 10.1583251953125, 3834.8671875, 2160.0]",0.7879471182823181
662,0370,cell phone,"[2.3709640502929688, 4.00067138671875, 653.58740234375, 1570.292236328125]",0.7516355514526367
663,0370,car,"[0.943817138671875, 20.64056396484375, 2261.15625, 2129.4765625]",0.27709439396858215
664,0371,person,"[1071.90625, 281.71966552734375, 2428.62744140625, 1704.188720703125]",0.9392892122268677
665,0371,airplane,"[0.0, 0.0, 3832.893310546875, 2085.21826171875]",0.6462032198905945
666,0372,person,"[777.9277954101562, 162.02371215820312, 3088.81884765625, 2149.912841796875]",0.9142234325408936
667,0372,train,"[152.312255859375, 0.0, 3835.43798828125, 2130.80322265625]",0.2593723237514496
668,0373,person,"[1069.249267578125, 260.42596435546875, 2312.1201171875, 1660.216796875]",0.8640083074569702
669,0373,airplane,"[0.0, 0.0, 3838.01123046875, 2061.287109375]",0.5290602445602417
670,0373,airplane,"[58.69464111328125, 0.0, 3834.330078125, 2137.248779296875]",0.42556440830230713
671,0373,chair,"[686.222412109375, 765.9710083007812, 2135.892333984375, 1966.814208984375]",0.3646010160446167
672,0373,airplane,"[19.51043701171875, 0.0, 3839.395751953125, 1252.560546875]",0.2910398840904236
673,0374,person,"[1066.1419677734375, 273.05767822265625, 2350.01513671875, 1654.120361328125]",0.8872188329696655
674,0374,airplane,"[0.0, 0.0, 3836.570068359375, 2056.919677734375]",0.6187629103660583
675,0375,person,"[1001.3032836914062, 257.0592041015625, 2762.571533203125, 1810.09716796875]",0.8821512460708618
676,0375,laptop,"[1887.0439453125, 1011.24560546875, 2391.534423828125, 1456.569580078125]",0.7195824384689331
677,0375,airplane,"[43.74609375, 0.0, 3823.84423828125, 2160.0]",0.5737819075584412
678,0376,person,"[990.3328857421875, 262.4914855957031, 2741.77392578125, 1813.562255859375]",0.8335220217704773
679,0376,airplane,"[58.61334228515625, 1.912811279296875, 3823.527099609375, 2153.908447265625]",0.5060753226280212
680,0377,person,"[987.3128662109375, 248.797119140625, 2767.88134765625, 1823.32177734375]",0.9046457409858704
681,0377,airplane,"[38.8758544921875, 0.0, 3840.0, 2082.0244140625]",0.6070634722709656
682,0378,person,"[927.5026245117188, 287.9736328125, 2730.22607421875, 1996.59521484375]",0.7490606904029846
683,0378,airplane,"[0.0, 0.0, 3832.499267578125, 2036.4049072265625]",0.648419201374054
684,0379,airplane,"[109.9244384765625, 0.0, 3831.45654296875, 2020.3934326171875]",0.6240364909172058
685,0379,person,"[926.1673583984375, 304.2337646484375, 1937.4686279296875, 1958.69580078125]",0.5405340194702148
686,0379,person,"[923.5338134765625, 299.87347412109375, 2727.19482421875, 1949.948486328125]",0.4417670667171478
687,0380,person,"[1061.693603515625, 275.32415771484375, 2724.56494140625, 1779.9730224609375]",0.8419299125671387
688,0380,airplane,"[27.38360595703125, 0.0, 3819.506103515625, 2140.25341796875]",0.38707292079925537
689,0380,airplane,"[51.847412109375, 0.0, 3840.0, 2083.23388671875]",0.293125182390213
690,0381,airplane,"[0.0, 0.0, 3837.38525390625, 2055.76220703125]",0.7372614741325378
691,0381,person,"[826.8663940429688, 306.5003356933594, 2133.09765625, 2076.033203125]",0.6361355781555176
692,0381,person,"[825.1129150390625, 297.8042907714844, 2776.236572265625, 2059.83154296875]",0.607437252998352
693,0382,person,"[770.309326171875, 316.4241943359375, 2272.197265625, 1727.5048828125]",0.8810245394706726
694,0382,airplane,"[0.0, 0.0, 3833.16064453125, 2126.96142578125]",0.6712351441383362
695,0383,airplane,"[0.0, 0.0, 3837.68310546875, 2096.137939453125]",0.7308535575866699
696,0383,person,"[907.297607421875, 296.923095703125, 2795.13720703125, 1995.2684326171875]",0.712548553943634
697,0383,person,"[902.7006225585938, 310.532958984375, 2502.370849609375, 1988.7081298828125]",0.42666250467300415
698,0384,person,"[862.7352905273438, 235.14678955078125, 2763.12255859375, 2037.5687255859375]",0.8132502436637878
699,0384,airplane,"[0.0, 0.0, 3835.513916015625, 2077.993896484375]",0.6685342192649841
700,0385,person,"[1100.3873291015625, 302.6150207519531, 3013.083251953125, 1741.237060546875]",0.9315231442451477
701,0385,airplane,"[79.2952880859375, 0.0, 3833.294921875, 2041.10791015625]",0.6014147996902466
702,0386,cell phone,"[1498.411376953125, 614.4439086914062, 2719.2509765625, 1607.986083984375]",0.7591214776039124
703,0387,cell phone,"[2057.186279296875, 503.52801513671875, 3226.12646484375, 1421.4169921875]",0.4690340459346771
704,0388,person,"[1081.8009033203125, 259.2431945800781, 2500.42431640625, 1742.02783203125]",0.8656650185585022
705,0388,airplane,"[47.3712158203125, 0.0, 3835.21630859375, 2090.6728515625]",0.6625621318817139
706,0389,person,"[1071.7255859375, 279.5643310546875, 2525.0888671875, 1729.445068359375]",0.918474018573761
707,0389,airplane,"[0.0, 0.0, 3832.01123046875, 2056.388427734375]",0.6356417536735535
708,0389,chair,"[2.490234375, 911.4757690429688, 1481.5811767578125, 2138.87646484375]",0.28645551204681396
709,0391,laptop,"[1405.7938232421875, 804.721435546875, 2106.74755859375, 1363.7657470703125]",0.3585541546344757
710,0392,person,"[1060.974609375, 301.8999938964844, 2755.89990234375, 1787.131591796875]",0.9068492650985718
711,0392,airplane,"[0.0, 0.0, 3835.289794921875, 2119.099609375]",0.6917213201522827
712,0393,person,"[1081.28076171875, 271.29437255859375, 2465.49609375, 1747.671875]",0.8690932393074036
713,0393,airplane,"[0.0, 0.0, 3821.882080078125, 2160.0]",0.5692291259765625
714,0394,person,"[1059.452392578125, 268.07025146484375, 2761.65771484375, 1801.0982666015625]",0.924081563949585
715,0394,airplane,"[0.0, 0.0, 3838.64990234375, 2096.279296875]",0.6094567775726318
716,0395,person,"[1067.733642578125, 276.0731506347656, 2773.08154296875, 1805.7410888671875]",0.9375115633010864
717,0395,airplane,"[38.14727783203125, 0.0, 3837.333984375, 2127.92333984375]",0.6563995480537415
718,0396,person,"[1061.83740234375, 275.3784484863281, 2750.345703125, 1803.695068359375]",0.9330474734306335
719,0396,airplane,"[67.00689697265625, 0.0, 3824.7333984375, 2160.0]",0.6020734906196594
720,0398,person,"[1068.2855224609375, 272.38311767578125, 2751.67333984375, 1803.608154296875]",0.9366814494132996
721,0398,airplane,"[25.6146240234375, 0.0, 3835.946044921875, 2143.83544921875]",0.6263875961303711
722,0399,person,"[1067.7572021484375, 273.1475830078125, 2568.583740234375, 1813.447998046875]",0.8234961628913879
723,0399,airplane,"[45.9114990234375, 0.0, 3836.912109375, 2103.31982421875]",0.6716381907463074
724,0399,chair,"[2.4311370849609375, 908.7068481445312, 1481.95751953125, 2137.111572265625]",0.2690322995185852
725,0400,person,"[1062.6427001953125, 275.2408447265625, 2737.49169921875, 1794.0048828125]",0.9217857718467712
726,0400,airplane,"[28.32366943359375, 0.0, 3821.58642578125, 2160.0]",0.6560817956924438
727,0402,person,"[1101.264892578125, 281.3002624511719, 2677.7431640625, 1661.9849853515625]",0.921420156955719
728,0402,airplane,"[103.81622314453125, 0.0, 3834.0244140625, 2160.0]",0.6725720167160034
729,0402,airplane,"[104.21337890625, 0.0, 3834.968994140625, 1274.287109375]",0.36326736211776733
730,0403,person,"[1066.1055908203125, 267.331787109375, 2504.058349609375, 1787.46142578125]",0.9342790842056274
731,0403,airplane,"[0.0, 0.0, 3833.7314453125, 1823.1207275390625]",0.7368890643119812
732,0403,chair,"[2.084197998046875, 910.9931030273438, 1491.5, 2137.80078125]",0.30897343158721924
733,0404,person,"[1077.023681640625, 274.6051025390625, 2746.157958984375, 1795.994873046875]",0.9046863913536072
734,0404,airplane,"[25.93359375, 1.144866943359375, 3825.970703125, 2160.0]",0.5969623327255249
735,0405,person,"[1067.375732421875, 275.60430908203125, 2438.00244140625, 1724.578857421875]",0.9010269045829773
736,0405,airplane,"[0.0, 0.0, 3838.294921875, 1854.332275390625]",0.7080980539321899
737,0405,chair,"[1.99896240234375, 911.654541015625, 1488.932861328125, 2138.9052734375]",0.2613283395767212
738,0406,person,"[1068.7510986328125, 275.49993896484375, 2365.96044921875, 1688.5880126953125]",0.8728173971176147
739,0406,airplane,"[0.0, 0.0, 3837.76025390625, 2017.81494140625]",0.6984841227531433
740,0407,person,"[1072.742919921875, 288.47625732421875, 2396.2197265625, 1719.134521484375]",0.9203973412513733
741,0407,airplane,"[0.0, 0.0, 3836.5947265625, 1931.6744384765625]",0.7039026021957397
742,0408,person,"[1080.114990234375, 266.2412109375, 2427.455322265625, 1726.1956787109375]",0.863631546497345
743,0408,airplane,"[4.921142578125, 0.0, 3838.78271484375, 1939.517333984375]",0.6459895372390747
744,0409,person,"[1069.12255859375, 269.7759704589844, 2421.654052734375, 1716.3486328125]",0.9211029410362244
745,0409,airplane,"[0.0, 0.0, 3835.764404296875, 1961.84228515625]",0.6658840775489807
746,0409,chair,"[2.57611083984375, 910.2066650390625, 1488.29541015625, 2138.951171875]",0.2984464466571808
747,0410,person,"[1141.951416015625, 268.31304931640625, 2863.41845703125, 2118.517333984375]",0.937648355960846
748,0411,person,"[1150.1239013671875, 273.69854736328125, 2856.5654296875, 2108.89453125]",0.9429060220718384
749,0411,car,"[57.6357421875, 0.0, 3815.50341796875, 2150.129150390625]",0.2500206530094147
750,0412,person,"[1130.32470703125, 267.8460388183594, 2916.87353515625, 2120.093017578125]",0.940277099609375
751,0413,person,"[1156.9801025390625, 265.401123046875, 2896.3203125, 2116.41748046875]",0.938096284866333
752,0414,person,"[1120.16748046875, 269.53619384765625, 2868.60595703125, 2110.766357421875]",0.9445411562919617
753,0415,car,"[15.232177734375, 0.9884033203125, 3840.0, 2145.34619140625]",0.43827638030052185
754,0416,person,"[1132.422119140625, 283.5334167480469, 2899.100830078125, 2110.84326171875]",0.940294086933136
755,0416,car,"[19.22259521484375, 0.0, 3710.58251953125, 2147.87890625]",0.36891937255859375
756,0417,cell phone,"[323.75775146484375, 14.038421630859375, 3594.114990234375, 1883.8546142578125]",0.805801510810852
757,0417,person,"[662.51318359375, 1560.8118896484375, 1132.960205078125, 2152.184814453125]",0.33983299136161804
758,0417,cell phone,"[0.0, 517.5978393554688, 183.28305053710938, 1779.3665771484375]",0.2722926139831543
759,0417,tv,"[323.75775146484375, 14.038421630859375, 3594.114990234375, 1883.8546142578125]",0.2607051432132721
760,0418,tv,"[605.7696533203125, 76.8475341796875, 3525.350830078125, 2108.833740234375]",0.4430124759674072
761,0418,cell phone,"[605.7696533203125, 76.8475341796875, 3525.350830078125, 2108.833740234375]",0.3566381335258484
762,0419,person,"[1118.054931640625, 1780.80859375, 2752.30810546875, 2160.0]",0.6423196196556091
763,0419,tv,"[604.3458251953125, 72.44924926757812, 3523.201171875, 2099.23046875]",0.37627971172332764
764,0419,cell phone,"[604.3458251953125, 72.44924926757812, 3523.201171875, 2099.23046875]",0.3748199939727783
765,0419,person,"[1121.6060791015625, 1794.92138671875, 1471.463623046875, 2154.6884765625]",0.3253861665725708
766,0419,tv,"[0.8249130249023438, 476.4857482910156, 458.0578308105469, 1714.4775390625]",0.27167436480522156
767,0420,tv,"[613.1861572265625, 73.10623168945312, 3528.1171875, 2107.029296875]",0.46256738901138306
768,0420,cell phone,"[613.1861572265625, 73.10623168945312, 3528.1171875, 2107.029296875]",0.2903864085674286
769,0421,tv,"[605.0289916992188, 73.90951538085938, 3526.48388671875, 2108.826171875]",0.40280431509017944
770,0421,cell phone,"[605.0289916992188, 73.90951538085938, 3526.48388671875, 2108.826171875]",0.3987404406070709
771,0422,person,"[918.41455078125, 1676.9893798828125, 2793.278564453125, 2160.0]",0.661022961139679
772,0422,cell phone,"[596.6143798828125, 68.309326171875, 3523.244384765625, 2086.98291015625]",0.509636640548706
773,0422,tv,"[596.6143798828125, 68.309326171875, 3523.244384765625, 2086.98291015625]",0.28100234270095825
774,0423,tv,"[607.9683837890625, 76.54751586914062, 3525.3916015625, 2098.023681640625]",0.5232402682304382
775,0423,person,"[1066.164794921875, 1861.19775390625, 1449.2470703125, 2160.0]",0.41249778866767883
776,0423,tv,"[0.7074508666992188, 478.1928405761719, 454.4510192871094, 1730.219970703125]",0.2784809470176697
777,0424,tv,"[601.774658203125, 75.9136962890625, 3520.99658203125, 2102.79248046875]",0.436710000038147
778,0424,cell phone,"[601.774658203125, 75.9136962890625, 3520.99658203125, 2102.79248046875]",0.4087908864021301
779,0425,tv,"[614.016357421875, 72.94747924804688, 3523.49169921875, 2107.16064453125]",0.4252017140388489
780,0425,cell phone,"[614.016357421875, 72.94747924804688, 3523.49169921875, 2107.16064453125]",0.3319932520389557
781,0426,tv,"[613.14111328125, 73.40652465820312, 3523.840576171875, 2105.71240234375]",0.40019387006759644
782,0426,cell phone,"[613.14111328125, 73.40652465820312, 3523.840576171875, 2105.71240234375]",0.35910114645957947
783,0427,tv,"[610.020263671875, 73.63385009765625, 3525.613037109375, 2109.984375]",0.41839587688446045
784,0427,cell phone,"[610.020263671875, 73.63385009765625, 3525.613037109375, 2109.984375]",0.34362322092056274
